brand,model,year,mileage,drivetrain,msrp,current_value
Ford,Focus Titanium,2013,80043,AWD,33411,13465.0
Ford,Focus Titanium,2014,101873,AWD,33411,12419.0
Ford,Fusion SE,2017,75013,FWD,34020,19554.0
Ford,Fusion SE,2019,44650,RWD,34020,23340.0
Ford,Fusion SE,2016,27107,RWD,34020,17317.0
Ford,Escape SEL,2022,70477,AWD,33561,26822.0
Ford,Fusion SE,2013,25470,RWD,34020,13650.0
Ford,Fusion SE,2012,104254,FWD,34020,11154.0
Ford,Focus Titanium,2013,719,AWD,33411,12445.0
Ford,Escape SEL,2012,22568,AWD,33561,9454.0
Ford,Escape SEL,2020,70569,RWD,33561,22214.0
Ford,Focus Titanium,2020,67823,FWD,33411,24267.0
Ford,Focus Titanium,2011,58956,RWD,33411,8655.0
Ford,Focus Titanium,2011,57009,FWD,33411,11025.0
Ford,Focus Titanium,2009,60560,AWD,33411,6658.0
Ford,Focus Titanium,2008,91878,AWD,33411,4727.0
Ford,Focus Titanium,2005,34810,AWD,33411,1000.0
Ford,Focus Titanium,2022,86905,RWD,33411,28259.0
Ford,Escape SEL,2011,63391,RWD,33561,9690.0
Ford,Fusion SE,2023,58451,AWD,34020,25785.0
Ford,Fusion SE,2021,132507,AWD,34020,26680.0
Ford,Fusion SE,2008,94247,FWD,34020,4317.0
Ford,Fusion SE,2005,9861,AWD,34020,1000.0
Ford,Escape SEL,2015,47560,AWD,33561,14885.0
Ford,Escape SEL,2014,20301,RWD,33561,12317.0
Ford,Focus Titanium,2023,35751,FWD,33411,26738.0
Ford,Focus Titanium,2010,61095,FWD,33411,8931.0
Ford,Fusion SE,2013,74104,AWD,34020,14313.0
Ford,Focus Titanium,2006,65227,AWD,33411,1753.0
Ford,Focus Titanium,2008,101435,AWD,33411,4202.0
Ford,Fusion SE,2009,0,AWD,34020,7422.0
Ford,Escape SEL,2007,62441,RWD,33561,3629.0
Ford,Escape SEL,2009,116608,FWD,33561,6928.0
Ford,Focus Titanium,2008,63284,FWD,33411,4511.0
Ford,Escape SEL,2023,96299,AWD,33561,24233.0
Ford,Fusion SE,2016,29383,AWD,34020,17285.0
Ford,Escape SEL,2012,138433,RWD,33561,11374.0
Ford,Escape SEL,2015,36593,RWD,33561,17762.0
Ford,Focus Titanium,2017,81897,FWD,33411,16054.0
Ford,Fusion SE,2005,84240,RWD,34020,1000.0
Ford,Focus Titanium,2021,93209,AWD,33411,23670.0
Ford,Focus Titanium,2019,67586,RWD,33411,18711.0
Ford,Fusion SE,2020,48797,RWD,34020,24182.0
Ford,Escape SEL,2013,81221,FWD,33561,13049.0
Ford,Escape SEL,2007,61122,AWD,33561,3135.0
Ford,Focus Titanium,2013,71952,RWD,33411,12999.0
Ford,Escape SEL,2023,54030,FWD,33561,29592.0
Ford,Escape SEL,2023,23096,AWD,33561,32198.0
Ford,Focus Titanium,2020,43742,AWD,33411,22758.0
Ford,Escape SEL,2012,67622,RWD,33561,12620.0
Ford,Fusion SE,2011,57317,AWD,34020,9618.0
Ford,Focus Titanium,2018,34723,FWD,33411,21875.0
Ford,Fusion SE,2016,75740,AWD,34020,17428.0
Ford,Fusion SE,2010,79304,RWD,34020,8968.0
Ford,Escape SEL,2005,75514,AWD,33561,1000.0
Ford,Escape SEL,2008,103539,FWD,33561,4692.0
Ford,Escape SEL,2011,57627,AWD,33561,9802.0
Ford,Fusion SE,2007,42347,FWD,34020,2902.0
Ford,Focus Titanium,2008,24802,FWD,33411,5458.0
Ford,Escape SEL,2017,61296,AWD,33561,21150.0
Ford,Fusion SE,2017,5916,AWD,34020,20498.0
Ford,Escape SEL,2016,104581,AWD,33561,17632.0
Ford,Fusion SE,2023,64812,AWD,34020,26906.0
Ford,Escape SEL,2018,102957,RWD,33561,17543.0
Ford,Escape SEL,2012,46085,RWD,33561,10515.0
Ford,Focus Titanium,2005,92245,RWD,33411,1000.0
Ford,Focus Titanium,2022,56956,RWD,33411,28388.0
Ford,Fusion SE,2013,74619,RWD,34020,13513.0
Ford,Fusion SE,2023,56428,RWD,34020,32678.0
Ford,Focus Titanium,2006,65641,RWD,33411,1478.0
Ford,Escape SEL,2017,30086,RWD,33561,19764.0
Ford,Focus Titanium,2022,63147,AWD,33411,24215.0
Ford,Focus Titanium,2018,108540,RWD,33411,22624.0
Ford,Escape SEL,2007,74121,AWD,33561,2977.0
Ford,Fusion SE,2014,52254,AWD,34020,13953.0
Ford,Escape SEL,2013,61874,AWD,33561,12369.0
Ford,Escape SEL,2022,97439,AWD,33561,23218.0
Ford,Fusion SE,2009,93502,RWD,34020,7366.0
Ford,Focus Titanium,2014,29547,RWD,33411,12907.0
Ford,Focus Titanium,2015,14069,AWD,33411,13530.0
Ford,Escape SEL,2010,67156,FWD,33561,8965.0
Ford,Escape SEL,2018,88144,RWD,33561,22029.0
Ford,Escape SEL,2010,27417,FWD,33561,8198.0
Ford,Focus Titanium,2022,20259,FWD,33411,30638.0
Ford,Escape SEL,2010,83414,RWD,33561,8107.0
Ford,Escape SEL,2012,85198,FWD,33561,11349.0
Ford,Escape SEL,2023,66745,FWD,33561,30806.0
Ford,Escape SEL,2009,53192,RWD,33561,7157.0
Ford,Fusion SE,2013,114166,FWD,34020,14392.0
Ford,Fusion SE,2022,93464,FWD,34020,24678.0
Ford,Escape SEL,2014,110581,AWD,33561,14660.0
Ford,Fusion SE,2020,32010,RWD,34020,27819.0
Ford,Fusion SE,2018,64601,FWD,34020,19538.0
Ford,Escape SEL,2012,66182,FWD,33561,10914.0
Ford,Fusion SE,2018,34216,FWD,34020,20346.0
Ford,Escape SEL,2008,90108,RWD,33561,4986.0
Ford,Escape SEL,2014,77424,RWD,33561,12238.0
Ford,Fusion SE,2015,53358,FWD,34020,17225.0
Ford,Escape SEL,2012,61981,FWD,33561,10040.0
Ford,Fusion SE,2009,51509,AWD,34020,6718.0
Ford,Focus Titanium,2010,129995,RWD,33411,7249.0
Ford,Focus Titanium,2011,56314,AWD,33411,8145.0
Ford,Fusion SE,2019,6990,RWD,34020,19897.0
Ford,Focus Titanium,2018,32201,AWD,33411,20084.0
Ford,Focus Titanium,2020,133648,RWD,33411,22919.0
Ford,Fusion SE,2023,54563,AWD,34020,28599.0
Ford,Focus Titanium,2014,51254,AWD,33411,12867.0
Ford,Fusion SE,2008,83182,FWD,34020,5111.0
Ford,Focus Titanium,2010,51976,RWD,33411,7022.0
Ford,Focus Titanium,2010,118706,RWD,33411,7845.0
Ford,Escape SEL,2014,92691,AWD,33561,14196.0
Ford,Fusion SE,2011,75796,AWD,34020,8405.0
Ford,Fusion SE,2017,54359,RWD,34020,17457.0
Ford,Escape SEL,2023,9812,AWD,33561,24534.0
Ford,Escape SEL,2022,67456,AWD,33561,29512.0
Ford,Escape SEL,2013,83161,RWD,33561,11468.0
Ford,Fusion SE,2014,89431,RWD,34020,12556.0
Ford,Fusion SE,2009,70907,RWD,34020,6191.0
Ford,Fusion SE,2006,33999,RWD,34020,1480.0
Ford,Escape SEL,2009,69693,FWD,33561,6458.0
Ford,Fusion SE,2013,44199,RWD,34020,12803.0
Ford,Escape SEL,2007,87331,FWD,33561,3008.0
Ford,Escape SEL,2022,0,RWD,33561,26285.0
Ford,Fusion SE,2014,91272,AWD,34020,13468.0
Ford,Focus Titanium,2016,124131,FWD,33411,15952.0
Ford,Focus Titanium,2013,45727,RWD,33411,13463.0
Ford,Focus Titanium,2022,27931,AWD,33411,26933.0
Ford,Escape SEL,2014,61022,RWD,33561,13081.0
Ford,Focus Titanium,2023,50688,FWD,33411,26550.0
Ford,Focus Titanium,2012,40533,FWD,33411,11421.0
Ford,Focus Titanium,2005,43213,FWD,33411,1000.0
Ford,Escape SEL,2006,87126,AWD,33561,1373.0
Ford,Focus Titanium,2014,36227,FWD,33411,12680.0
Ford,Focus Titanium,2014,57113,RWD,33411,12638.0
Ford,Fusion SE,2009,74109,FWD,34020,6952.0
Ford,Escape SEL,2022,109740,AWD,33561,28590.0
Ford,Focus Titanium,2023,73863,FWD,33411,29323.0
Ford,Fusion SE,2011,57822,RWD,34020,8956.0
Ford,Escape SEL,2019,71254,FWD,33561,24444.0
Ford,Escape SEL,2006,72617,AWD,33561,1413.0
Ford,Escape SEL,2017,81462,RWD,33561,16803.0
Ford,Escape SEL,2009,56268,RWD,33561,6433.0
Ford,Focus Titanium,2021,70218,FWD,33411,27677.0
Ford,Escape SEL,2019,28920,AWD,33561,24460.0
Ford,Escape SEL,2010,0,FWD,33561,7165.0
Ford,Escape SEL,2017,6364,AWD,33561,22061.0
Ford,Escape SEL,2017,23642,FWD,33561,17402.0
Ford,Fusion SE,2014,49608,RWD,34020,12963.0
Ford,Fusion SE,2023,97078,RWD,34020,30539.0
Ford,Escape SEL,2016,46449,AWD,33561,15027.0
Ford,Focus Titanium,2023,103860,RWD,33411,28748.0
Ford,Fusion SE,2014,0,FWD,34020,14007.0
Ford,Fusion SE,2017,60919,AWD,34020,20149.0
Ford,Fusion SE,2005,29051,AWD,34020,1000.0
Ford,Focus Titanium,2009,115578,RWD,33411,7060.0
Ford,Escape SEL,2006,104442,FWD,33561,1614.0
Ford,Fusion SE,2023,0,AWD,34020,28371.0
Ford,Fusion SE,2010,64523,FWD,34020,8379.0
Ford,Escape SEL,2022,130057,AWD,33561,23924.0
Ford,Focus Titanium,2014,50677,FWD,33411,13446.0
Ford,Focus Titanium,2023,44499,FWD,33411,32377.0
Ford,Fusion SE,2014,43846,FWD,34020,13803.0
Ford,Fusion SE,2011,35851,RWD,34020,10489.0
Ford,Focus Titanium,2014,56390,AWD,33411,12186.0
Ford,Escape SEL,2012,35077,AWD,33561,10395.0
Ford,Fusion SE,2007,10667,RWD,34020,2946.0
Ford,Escape SEL,2012,37245,FWD,33561,9791.0
Ford,Escape SEL,2018,45185,FWD,33561,23374.0
Ford,Escape SEL,2017,43482,FWD,33561,21293.0
Ford,Focus Titanium,2009,16893,RWD,33411,5513.0
Ford,Fusion SE,2010,49281,AWD,34020,6882.0
Ford,Focus Titanium,2019,32800,RWD,33411,21976.0
Ford,Escape SEL,2013,84731,AWD,33561,11214.0
Ford,Focus Titanium,2019,95253,FWD,33411,23459.0
Ford,Escape SEL,2019,68693,AWD,33561,24050.0
Ford,Fusion SE,2005,54145,RWD,34020,1000.0
Ford,Fusion SE,2023,35372,RWD,34020,30434.0
Ford,Fusion SE,2021,44570,RWD,34020,25639.0
Ford,Escape SEL,2018,134282,RWD,33561,22391.0
Ford,Focus Titanium,2008,74398,AWD,33411,4844.0
Ford,Escape SEL,2012,40188,AWD,33561,11179.0
Ford,Fusion SE,2007,0,AWD,34020,3397.0
Ford,Focus Titanium,2012,54763,FWD,33411,11829.0
Ford,Escape SEL,2015,115644,RWD,33561,13698.0
Ford,Focus Titanium,2014,37851,FWD,33411,12226.0
Ford,Focus Titanium,2017,20524,FWD,33411,18987.0
Ford,Fusion SE,2008,58135,RWD,34020,5448.0
Ford,Focus Titanium,2013,4139,FWD,33411,14198.0
Ford,Fusion SE,2009,40492,FWD,34020,5780.0
Ford,Focus Titanium,2013,77474,AWD,33411,11604.0
Ford,Fusion SE,2010,29226,FWD,34020,8799.0
Ford,Escape SEL,2013,77942,FWD,33561,14235.0
Ford,Fusion SE,2013,74612,FWD,34020,11997.0
Ford,Escape SEL,2021,59229,RWD,33561,27271.0
Ford,Focus Titanium,2018,6938,AWD,33411,21575.0
Ford,Focus Titanium,2017,37170,AWD,33411,19064.0
Ford,Focus Titanium,2018,44297,RWD,33411,19186.0
Ford,Focus Titanium,2007,39931,AWD,33411,2897.0
Ford,Escape SEL,2006,33866,AWD,33561,1467.0
Ford,Fusion SE,2019,71852,FWD,34020,20931.0
Ford,Focus Titanium,2010,79232,FWD,33411,8524.0
Ford,Focus Titanium,2015,75657,FWD,33411,14880.0
Ford,Escape SEL,2006,107871,RWD,33561,1655.0
Ford,Fusion SE,2018,31723,RWD,34020,23191.0
Ford,Fusion SE,2021,30344,AWD,34020,29869.0
Ford,Fusion SE,2014,57334,RWD,34020,15176.0
Ford,Fusion SE,2006,37710,RWD,34020,1520.0
Ford,Escape SEL,2011,87145,AWD,33561,11044.0
Ford,Escape SEL,2009,56134,RWD,33561,5931.0
Ford,Escape SEL,2005,69897,AWD,33561,1000.0
Ford,Fusion SE,2005,36242,AWD,34020,1000.0
Ford,Escape SEL,2011,56509,AWD,33561,8743.0
Ford,Escape SEL,2019,61999,FWD,33561,24094.0
Ford,Focus Titanium,2010,112630,AWD,33411,8852.0
Ford,Focus Titanium,2014,9944,FWD,33411,14356.0
Ford,Fusion SE,2017,43436,AWD,34020,20909.0
Ford,Fusion SE,2014,96560,AWD,34020,14655.0
Ford,Focus Titanium,2019,23207,RWD,33411,19054.0
Ford,Escape SEL,2008,87108,FWD,33561,5410.0
Ford,Fusion SE,2012,69973,FWD,34020,10248.0
Ford,Fusion SE,2005,62780,FWD,34020,1000.0
Ford,Escape SEL,2013,87020,AWD,33561,13051.0
Ford,Escape SEL,2005,57036,FWD,33561,1000.0
Ford,Escape SEL,2023,59623,RWD,33561,32713.0
Ford,Escape SEL,2017,32916,AWD,33561,16808.0
Ford,Focus Titanium,2012,59473,FWD,33411,12716.0
Ford,Escape SEL,2015,53189,RWD,33561,15213.0
Ford,Focus Titanium,2017,107877,AWD,33411,19164.0
Ford,Escape SEL,2006,89038,FWD,33561,1541.0
Ford,Fusion SE,2022,40602,RWD,34020,29938.0
Ford,Focus Titanium,2005,43736,FWD,33411,1000.0
Ford,Focus Titanium,2007,19071,FWD,33411,2767.0
Ford,Escape SEL,2012,24454,FWD,33561,11857.0
Ford,Escape SEL,2010,79038,AWD,33561,8510.0
Ford,Escape SEL,2022,104477,RWD,33561,29917.0
Ford,Focus Titanium,2023,88849,FWD,33411,27021.0
Ford,Fusion SE,2005,110836,FWD,34020,1000.0
Ford,Escape SEL,2014,118110,RWD,33561,14158.0
Ford,Focus Titanium,2020,47390,AWD,33411,24304.0
Ford,Focus Titanium,2018,69448,AWD,33411,17452.0
Ford,Fusion SE,2012,29273,RWD,34020,11746.0
Ford,Focus Titanium,2020,62663,RWD,33411,20503.0
Ford,Fusion SE,2015,92099,FWD,34020,14793.0
Ford,Fusion SE,2008,60249,FWD,34020,5361.0
Ford,Fusion SE,2009,83348,FWD,34020,7460.0
Ford,Focus Titanium,2014,1207,RWD,33411,16419.0
Ford,Fusion SE,2009,109103,FWD,34020,6099.0
Ford,Focus Titanium,2023,2203,FWD,33411,31964.0
Ford,Escape SEL,2015,3280,RWD,33561,15108.0
Ford,Focus Titanium,2015,52646,AWD,33411,17687.0
Ford,Escape SEL,2021,29714,RWD,33561,24115.0
Ford,Escape SEL,2021,68783,FWD,33561,26480.0
Ford,Escape SEL,2019,42807,FWD,33561,24914.0
Ford,Focus Titanium,2010,112662,FWD,33411,6832.0
Ford,Escape SEL,2016,41073,RWD,33561,15786.0
Ford,Fusion SE,2021,56515,FWD,34020,24402.0
Ford,Focus Titanium,2016,48360,RWD,33411,16682.0
Ford,Focus Titanium,2022,6652,AWD,33411,29701.0
Ford,Focus Titanium,2015,76865,RWD,33411,14203.0
Ford,Fusion SE,2021,32641,AWD,34020,28162.0
Ford,Fusion SE,2022,68569,RWD,34020,26674.0
Ford,Focus Titanium,2017,105410,FWD,33411,19221.0
Ford,Escape SEL,2011,74818,FWD,33561,10203.0
Ford,Escape SEL,2015,59954,FWD,33561,16043.0
Ford,Escape SEL,2022,9726,FWD,33561,27251.0
Ford,Escape SEL,2013,72885,AWD,33561,13672.0
Ford,Fusion SE,2010,49272,FWD,34020,8995.0
Ford,Focus Titanium,2019,20981,RWD,33411,24242.0
Ford,Fusion SE,2008,71516,FWD,34020,5007.0
Ford,Fusion SE,2008,62931,FWD,34020,4824.0
Ford,Focus Titanium,2018,34395,AWD,33411,23782.0
Ford,Focus Titanium,2007,53195,RWD,33411,2898.0
Ford,Focus Titanium,2021,61852,AWD,33411,23033.0
Ford,Focus Titanium,2015,61502,FWD,33411,17112.0
Ford,Focus Titanium,2006,20001,AWD,33411,1600.0
Ford,Escape SEL,2013,54357,RWD,33561,13291.0
Ford,Fusion SE,2006,47770,RWD,34020,1796.0
Ford,Escape SEL,2005,62158,AWD,33561,1000.0
Ford,Escape SEL,2007,89983,AWD,33561,3161.0
Ford,Fusion SE,2017,86099,AWD,34020,22168.0
Ford,Escape SEL,2008,82743,RWD,33561,5007.0
Ford,Fusion SE,2016,5588,RWD,34020,18815.0
Ford,Fusion SE,2018,50750,RWD,34020,18240.0
Ford,Escape SEL,2006,112583,AWD,33561,1512.0
Ford,Focus Titanium,2018,63776,AWD,33411,22450.0
Ford,Focus Titanium,2014,68489,AWD,33411,13033.0
Ford,Fusion SE,2006,75812,FWD,34020,1454.0
Ford,Focus Titanium,2010,100100,FWD,33411,8863.0
Ford,Fusion SE,2007,81947,AWD,34020,3194.0
Ford,Fusion SE,2012,4022,AWD,34020,11982.0
Ford,Focus Titanium,2016,55261,AWD,33411,14810.0
Ford,Escape SEL,2021,86271,FWD,33561,22589.0
Ford,Escape SEL,2015,71602,AWD,33561,16500.0
Ford,Fusion SE,2012,75221,RWD,34020,10236.0
Ford,Focus Titanium,2020,66979,AWD,33411,25488.0
Ford,Escape SEL,2013,118986,AWD,33561,14646.0
Ford,Focus Titanium,2012,10191,FWD,33411,12659.0
Ford,Escape SEL,2006,26789,AWD,33561,1348.0
Ford,Focus Titanium,2010,66083,RWD,33411,7872.0
Ford,Focus Titanium,2015,14915,AWD,33411,14136.0
Ford,Escape SEL,2011,55383,RWD,33561,10331.0
Ford,Focus Titanium,2017,47576,FWD,33411,16249.0
Ford,Fusion SE,2008,118323,RWD,34020,4987.0
Ford,Focus Titanium,2020,59508,RWD,33411,26654.0
Ford,Focus Titanium,2015,87191,FWD,33411,14908.0
Ford,Fusion SE,2009,40188,RWD,34020,7145.0
Ford,Focus Titanium,2023,65546,RWD,33411,33058.0
Ford,Fusion SE,2019,90515,AWD,34020,25332.0
Ford,Focus Titanium,2008,83732,FWD,33411,5153.0
Ford,Focus Titanium,2017,123328,AWD,33411,19871.0
Ford,Focus Titanium,2011,41661,FWD,33411,9405.0
Ford,Fusion SE,2007,70528,RWD,34020,3731.0
Ford,Fusion SE,2005,91326,RWD,34020,1000.0
Ford,Escape SEL,2008,99794,FWD,33561,4235.0
Ford,Escape SEL,2019,65182,FWD,33561,18837.0
Ford,Fusion SE,2020,75483,RWD,34020,23646.0
Ford,Escape SEL,2005,58440,AWD,33561,1000.0
Ford,Fusion SE,2009,41501,RWD,34020,5647.0
Ford,Focus Titanium,2005,0,AWD,33411,1000.0
Ford,Escape SEL,2007,12020,RWD,33561,2720.0
Ford,Escape SEL,2016,70185,FWD,33561,18501.0
Ford,Fusion SE,2012,76602,RWD,34020,11632.0
Ford,Fusion SE,2008,61894,AWD,34020,5517.0
Ford,Focus Titanium,2019,7626,AWD,33411,21954.0
Ford,Escape SEL,2009,79297,RWD,33561,5416.0
Ford,Escape SEL,2022,42779,FWD,33561,25698.0
Ford,Escape SEL,2021,42543,FWD,33561,28067.0
Ford,Escape SEL,2013,45207,RWD,33561,14728.0
Ford,Escape SEL,2016,49050,FWD,33561,18664.0
Ford,Escape SEL,2021,89839,FWD,33561,29320.0
Ford,Escape SEL,2023,75846,RWD,33561,25674.0
Ford,Focus Titanium,2014,86072,RWD,33411,13932.0
Ford,Focus Titanium,2008,18246,AWD,33411,4636.0
Ford,Fusion SE,2010,135081,RWD,34020,8110.0
Ford,Fusion SE,2013,87563,RWD,34020,12395.0
Ford,Focus Titanium,2009,30185,RWD,33411,6807.0
Ford,Focus Titanium,2015,10715,FWD,33411,15827.0
Ford,Escape SEL,2011,40012,AWD,33561,9253.0
Ford,Escape SEL,2007,83044,FWD,33561,3524.0
Ford,Fusion SE,2010,72894,RWD,34020,8670.0
Ford,Focus Titanium,2020,107207,AWD,33411,25016.0
Ford,Escape SEL,2021,38030,RWD,33561,24299.0
Ford,Fusion SE,2011,60037,AWD,34020,8467.0
Ford,Fusion SE,2006,70486,FWD,34020,1536.0
Ford,Focus Titanium,2006,73619,FWD,33411,1620.0
Ford,Escape SEL,2010,63475,AWD,33561,8809.0
Ford,Escape SEL,2010,38027,RWD,33561,8292.0
Ford,Escape SEL,2007,12890,FWD,33561,3090.0
Ford,Fusion SE,2016,65925,FWD,34020,17538.0
Ford,Escape SEL,2016,40474,FWD,33561,20153.0
Ford,Escape SEL,2012,30138,RWD,33561,9663.0
Ford,Escape SEL,2017,89061,FWD,33561,21274.0
Ford,Fusion SE,2008,71171,AWD,34020,4333.0
Ford,Escape SEL,2021,106012,FWD,33561,24867.0
Ford,Escape SEL,2009,59502,AWD,33561,5798.0
Ford,Fusion SE,2008,67496,AWD,34020,4542.0
Ford,Fusion SE,2006,12941,FWD,34020,1731.0
Ford,Escape SEL,2010,34040,AWD,33561,6931.0
Ford,Escape SEL,2005,104267,RWD,33561,1000.0
Ford,Focus Titanium,2015,55657,RWD,33411,18106.0
Ford,Focus Titanium,2006,55862,FWD,33411,1351.0
Ford,Fusion SE,2013,100205,AWD,34020,12122.0
Ford,Focus Titanium,2017,36535,RWD,33411,17696.0
Ford,Fusion SE,2021,85342,AWD,34020,27170.0
Ford,Escape SEL,2018,80415,AWD,33561,23640.0
Ford,Escape SEL,2005,50135,AWD,33561,1000.0
Ford,Escape SEL,2012,94458,RWD,33561,9869.0
Ford,Focus Titanium,2013,20009,RWD,33411,11939.0
Ford,Fusion SE,2010,69142,AWD,34020,8529.0
Ford,Fusion SE,2013,70237,AWD,34020,12346.0
Ford,Focus Titanium,2011,30788,FWD,33411,9938.0
Ford,Fusion SE,2020,156190,AWD,34020,27490.0
Ford,Fusion SE,2009,63687,AWD,34020,6777.0
Ford,Fusion SE,2015,8143,RWD,34020,14267.0
Ford,Escape SEL,2022,99016,AWD,33561,25557.0
Ford,Fusion SE,2008,40701,FWD,34020,5225.0
Ford,Fusion SE,2013,42845,AWD,34020,13322.0
Ford,Escape SEL,2017,63473,RWD,33561,19277.0
Ford,Focus Titanium,2021,104052,RWD,33411,22576.0
Ford,Focus Titanium,2011,114454,AWD,33411,10152.0
Ford,Escape SEL,2017,68359,FWD,33561,19693.0
Ford,Fusion SE,2021,94594,RWD,34020,27946.0
Ford,Escape SEL,2016,88136,RWD,33561,20003.0
Ford,Focus Titanium,2016,131452,FWD,33411,16941.0
Ford,Escape SEL,2008,63051,FWD,33561,4219.0
Ford,Fusion SE,2008,54774,RWD,34020,4327.0
Ford,Escape SEL,2021,41711,AWD,33561,29162.0
Ford,Fusion SE,2014,37147,RWD,34020,12771.0
Ford,Fusion SE,2019,36239,RWD,34020,25682.0
Ford,Escape SEL,2009,72613,AWD,33561,6729.0
Ford,Escape SEL,2015,106866,RWD,33561,17448.0
Ford,Focus Titanium,2022,112484,AWD,33411,23152.0
Ford,Fusion SE,2013,87435,RWD,34020,11847.0
Ford,Fusion SE,2014,58382,RWD,34020,16831.0
Ford,Fusion SE,2011,45048,RWD,34020,8776.0
Ford,Fusion SE,2020,82560,FWD,34020,25245.0
Ford,Focus Titanium,2007,70202,RWD,33411,2813.0
Ford,Fusion SE,2009,111083,RWD,34020,6166.0
Ford,Escape SEL,2017,80913,FWD,33561,17335.0
Ford,Focus Titanium,2014,63632,RWD,33411,13491.0
Ford,Focus Titanium,2018,56436,AWD,33411,23122.0
Ford,Fusion SE,2017,68839,RWD,34020,19990.0
Ford,Escape SEL,2019,65635,FWD,33561,24807.0
Ford,Fusion SE,2007,63505,FWD,34020,3070.0
Ford,Fusion SE,2005,73179,FWD,34020,1000.0
Ford,Escape SEL,2010,71610,RWD,33561,6833.0
Ford,Fusion SE,2019,78174,FWD,34020,25861.0
Ford,Focus Titanium,2009,76956,FWD,33411,5886.0
Ford,Fusion SE,2011,58673,RWD,34020,10203.0
Ford,Fusion SE,2016,42096,FWD,34020,19399.0
Ford,Focus Titanium,2017,59718,RWD,33411,17397.0
Ford,Escape SEL,2009,98502,RWD,33561,5529.0
Ford,Fusion SE,2019,42463,AWD,34020,22946.0
Ford,Fusion SE,2021,83914,AWD,34020,29932.0
Ford,Focus Titanium,2021,58674,FWD,33411,24572.0
Ford,Escape SEL,2008,57858,RWD,33561,4684.0
Ford,Escape SEL,2007,70119,AWD,33561,3050.0
Ford,Escape SEL,2018,38181,RWD,33561,19179.0
Ford,Fusion SE,2011,65450,AWD,34020,9340.0
Ford,Focus Titanium,2019,76539,RWD,33411,23612.0
Ford,Fusion SE,2019,69740,FWD,34020,23197.0
Ford,Escape SEL,2020,145921,RWD,33561,27580.0
Ford,Escape SEL,2010,61988,FWD,33561,7875.0
Ford,Focus Titanium,2015,67028,AWD,33411,15700.0
Ford,Fusion SE,2021,71766,FWD,34020,27201.0
Ford,Fusion SE,2010,0,AWD,34020,8215.0
Ford,Fusion SE,2018,35404,RWD,34020,18721.0
Ford,Fusion SE,2011,87461,RWD,34020,9009.0
Ford,Escape SEL,2019,91535,AWD,33561,23228.0
Ford,Fusion SE,2016,103734,FWD,34020,15965.0
Ford,Fusion SE,2022,26486,FWD,34020,23389.0
Ford,Focus Titanium,2013,1346,RWD,33411,11644.0
Ford,Escape SEL,2019,59922,RWD,33561,24447.0
Ford,Fusion SE,2008,90897,AWD,34020,5077.0
Ford,Focus Titanium,2011,71357,FWD,33411,9969.0
Ford,Fusion SE,2008,103938,FWD,34020,4511.0
Ford,Focus Titanium,2016,55897,FWD,33411,15298.0
Ford,Focus Titanium,2013,21854,FWD,33411,11061.0
Ford,Focus Titanium,2016,73923,AWD,33411,18028.0
Ford,Focus Titanium,2019,41962,AWD,33411,19673.0
Ford,Focus Titanium,2023,87888,FWD,33411,26007.0
Ford,Fusion SE,2019,46796,AWD,34020,22995.0
Ford,Fusion SE,2016,44166,RWD,34020,17482.0
Ford,Escape SEL,2019,114855,AWD,33561,25325.0
Ford,Focus Titanium,2016,42906,AWD,33411,16524.0
Ford,Fusion SE,2011,78809,FWD,34020,9987.0
Ford,Escape SEL,2023,97065,AWD,33561,32024.0
Ford,Focus Titanium,2023,66910,FWD,33411,29386.0
Ford,Escape SEL,2011,49640,AWD,33561,8533.0
Ford,Focus Titanium,2016,16769,AWD,33411,14910.0
Ford,Escape SEL,2014,53159,FWD,33561,15354.0
Ford,Escape SEL,2022,73059,FWD,33561,25843.0
Ford,Focus Titanium,2008,24505,RWD,33411,4584.0
Ford,Focus Titanium,2013,48749,FWD,33411,12341.0
Ford,Escape SEL,2020,131092,AWD,33561,23388.0
Ford,Focus Titanium,2008,34263,RWD,33411,4065.0
Ford,Fusion SE,2007,92633,AWD,34020,2904.0
Ford,Fusion SE,2011,53544,AWD,34020,9755.0
Ford,Fusion SE,2014,44848,RWD,34020,13613.0
Ford,Escape SEL,2021,40557,RWD,33561,23845.0
Ford,Escape SEL,2018,29498,RWD,33561,20422.0
Ford,Focus Titanium,2023,69668,AWD,33411,32943.0
Ford,Escape SEL,2017,125737,RWD,33561,21529.0
Ford,Focus Titanium,2013,24653,AWD,33411,13051.0
Ford,Focus Titanium,2023,64878,FWD,33411,32631.0
Ford,Fusion SE,2018,76157,AWD,34020,18878.0
Ford,Escape SEL,2011,25666,AWD,33561,9445.0
Ford,Focus Titanium,2007,59670,FWD,33411,3114.0
Ford,Escape SEL,2010,46119,AWD,33561,8639.0
Ford,Fusion SE,2012,71247,AWD,34020,11704.0
Ford,Focus Titanium,2022,85339,FWD,33411,23473.0
Ford,Escape SEL,2022,10734,AWD,33561,23992.0
Ford,Focus Titanium,2022,41750,FWD,33411,29782.0
Ford,Focus Titanium,2014,113268,RWD,33411,15080.0
Ford,Fusion SE,2006,50708,FWD,34020,1442.0
Ford,Fusion SE,2017,45053,AWD,34020,20399.0
